Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Total.Injuries
20060620X00772,Accident,CHI06CA144,2006-04-09,"LOGANSPORT, IN",United States,40.711111,-86.374723,GGP,Logansport/Cass County Airport,Non-Fatal,Substantial,Airplane,N793MA,PIPER,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-08-2006,0.0
20060421X00470,Accident,CHI06CA107,2006-04-09,"SANDSTONE, MN",United States,46.143889,-93.004722,,,Non-Fatal,Substantial,Airplane,N50970,CESSNA,150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,31-07-2006,0.0
20060525X00625,Accident,SEA06CA073,2006-04-10,"HAVRE, MT",United States,48.543055,-109.762222,HVR,Havre City-County Airport,Non-Fatal,Substantial,Airplane,N2831C,CESSNA,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Taxi,Probable Cause,29-08-2006,0.0
20060422X00477,Accident,NYC06LA091,2006-04-10,"PASSADUMKEAG, ME",United States,44.9525,-68.674167,OLD,Dewitt Field,Non-Fatal,Substantial,,N714EJ,CESSNA,150M,No,1.0,Reciprocating,,,Aerial Observation,,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,29-11-2006,2.0
20060421X00471,Accident,CHI06CA108,2006-04-10,"FORT WAYNE, IN",United States,40.978334,-85.195,FWA,Fort Wayne International,Non-Fatal,Substantial,Airplane,N2878W,CESSNA,182 RG,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-07-2006,0.0
20060510X00536,Accident,ATL06CA062,2006-04-10,"SANFORD, NC",United States,35.934444,-79.054444,TTA,Sanford-Lee County Regional,Non-Fatal,Substantial,Airplane,N72675,CESSNA,C-172S,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,31-07-2006,0.0
20060422X00473,Accident,NYC06LA092,2006-04-11,"NORTH ANDOVER, MA",United States,42.717223,-71.123334,LWM,Lawrence Municipal Airport,Non-Fatal,Substantial,,N24065,MICHAUD,KR2S,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,29-05-2007,1.0
20060422X00475,Accident,NYC06CA093,2006-04-11,"NORWOOD, MA",United States,42.190277,-71.172778,OWD,Norwood Memorial Airport,Non-Fatal,Substantial,Airplane,N4359D,PIPER,PA-28-161,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-08-2006,0.0
20060412X00425,Accident,DEN06LA059,2006-04-11,"FORT COLLINS, CO",United States,40.588333,-105.041666,,,Non-Fatal,Substantial,,N729SC,CESSNA,TR182,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,29-08-2006,0.0
20060412X00424,Accident,DEN06LA058,2006-04-11,"GLENWOOD, NM",United States,33.352778,-108.867223,E94,GLENWOOD-CATRON COUNTY,Non-Fatal,Substantial,,N42XT,ELDREDGE,NXT,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,29-11-2006,0.0
20060510X00537,Accident,DEN06CA060,2006-04-11,"ULYSSES, KS",United States,37.603889,-101.373334,,,Non-Fatal,Substantial,Airplane,N50669,AIR TRACTOR,AT-602,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,1.0,0.0,VMC,Maneuvering,Probable Cause,31-07-2006,1.0
20060504X00507,Accident,MIA06WA087,2006-04-12,"ANTIOQUIA, COLOMBIA",Colombia,6.25,-75.6,,,Fatal(2),Substantial,,,PIPER,PA-34-200T,No,,,,NSCH,,,2.0,0.0,0.0,0.0,VMC,,Foreign,04-05-2006,2.0
20060504X00510,Accident,MIA06LA086,2006-04-12,"BROOKSVILLE, FL",United States,28.470834,-82.455556,X05,Pilot Country Airport,Non-Fatal,Substantial,Airplane,N6981L,CESSNA,310K,No,,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,25-01-2011,0.0
20060511X00555,Accident,LAX06CA142,2006-04-12,"STANFIELD, AZ",United States,32.878889,-111.957778,NONE,Custom Farm Service,Non-Fatal,Substantial,Airplane,N1539X,AIR TRACTOR,502A,No,1.0,Turbo Prop,Part 137: Agricultural,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-08-2006,0.0
20060412X00429,Accident,DEN06LA061,2006-04-12,"SMITH CENTER, KS",United States,39.761111,-98.793611,,,Non-Fatal,Substantial,,N9886P,PIPER,PA-25-235,No,1.0,Reciprocating,,,Aerial Application,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,29-08-2006,0.0
20060516X00578,Accident,CHI06CA114,2006-04-12,"DRAYTON, ND",United States,48.618334,-97.175834,,,Non-Fatal,Substantial,Airplane,N2555P,PIPER,PA-22-150,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,31-07-2006,0.0
20060522X00598,Accident,ATL06CA064,2006-04-12,"KENLY, NC",United States,35.594722,-78.095277,PVT,Kenly Airport,Non-Fatal,Substantial,Airplane,N711WN,CESSNA,L-19,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Takeoff,Probable Cause,31-07-2006,1.0
20060510X00534,Accident,ATL06CA063,2006-04-12,"KENANSVILLE, NC",United States,34.983333,-77.966667,DPL,DUPLIN CO,Non-Fatal,Substantial,Airplane,N3FS,CESSNA,0-1A,No,1.0,Reciprocating,Part 91: General Aviation,,Public Aircraft,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-07-2006,0.0
20060420X00464,Accident,LAX06LA141,2006-04-12,"Pearce, AZ",United States,31.884723,-109.893056,,,Fatal(1),Destroyed,,N732RA,VELOCITY,XL-RG,Yes,1.0,Reciprocating,,,Flight Test,,1.0,0.0,0.0,0.0,VMC,Cruise,Probable Cause,26-03-2007,1.0
20060510X00539,Incident,DEN06CA066,2006-04-12,"Buena Vista, CO",United States,38.814167,-106.120556,,,Incident,Minor,Airplane,N1327D,CESSNA,170A,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,31-07-2006,0.0
20060522X00599,Accident,SEA06LA075,2006-04-13,"BULLFROG BASIN, UT",United States,37.533333,-110.7,U07,Bullfrog Basin Airport,Non-Fatal,Substantial,,N2227W,PIPER,PA-34-200T,No,2.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,03-10-2006,0.0
20060505X00518,Accident,MIA06LA089,2006-04-13,"PANAMA CITY, FL",United States,30.211944,-85.682778,PFN,PANAMA CITY-BAY CO INTL,Non-Fatal,Substantial,,N1826A,BEECH,C24R,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,4.0,VMC,Landing,Probable Cause,25-07-2007,0.0
20060417X00448,Accident,DEN06LA063,2006-04-13,"JUNCTION CITY, KS",United States,39.043333,-96.843333,3JC,Junction City Airport,Non-Fatal,Substantial,,N7JC,RUMBLE/WILLIAMS/BOOMHOWER,STARDUSTER II,Yes,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,29-08-2006,0.0
20060417X00447,Accident,DEN06LA062,2006-04-13,"HOPE, NM",United States,32.8525,-104.467778,,,Non-Fatal,Substantial,,N82LL,PIPER,PA-46-350P,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,31-01-2007,0.0
20060419X00458,Accident,CHI06FA110,2006-04-13,"GREEN BAY, WI",United States,44.471389,-87.994444,4WN7,County Rescue Services Helipor,Fatal(1),Substantial,Helicopter,N202LF,MESSERSCHMITT-BOLKOW-BLOHM,BO 105LS A-3,No,2.0,Turbo Shaft,Part 91: General Aviation,,Flight Test,,1.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,02-02-2009,1.0
20060419X00457,Accident,CHI06FA109,2006-04-13,"CHELSEA, MI",United States,42.308333,-84.111111,,,Fatal(2),Substantial,,N887BC,ROBINSON,R22 BETA,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,25-07-2007,2.0
20060424X00479,Accident,CHI06CA111,2006-04-13,"BERRIEN SPRINGS, MI",United States,41.951667,-86.367778,C20,Andrews University Airpark,Non-Fatal,Substantial,Airplane,N416,LEE,SQ 2000,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,31-07-2006,0.0
20060419X00461,Accident,DFW06FA102,2006-04-13,"Fredericksburg, TX",United States,30.234166,-98.900556,T82,Gillespie County airport,Fatal(2),Destroyed,,N123CK,ROBINSON,R44 II,No,1.0,Turbo Shaft,,,Personal,,2.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,26-02-2007,4.0
20060420X00465,Accident,SEA06LA076,2006-04-14,"KLAMATH FALLS, OR",United States,42.156111,-121.721389,KLMT,Klamath Falls International,Non-Fatal,Substantial,,N40LT,CESSNA,180,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-10-2006,0.0
20060421X00468,Accident,SEA06LA074,2006-04-14,"Belgrade, MT",United States,45.800556,-111.189444,KBZN,Gallitin Field,Non-Fatal,Destroyed,,N671,CENTRAL COPTERS,LANCAIR IV-P,Yes,1.0,Turbo Prop,,,Personal,,0.0,0.0,0.0,3.0,IMC,Approach,Probable Cause,26-03-2007,0.0
20060504X00506,Incident,MIA06WA094,2006-04-14,"El Alto, Bolivia",Bolivia,-15.593333,-68.476667,,,Incident,Minor,,,CESSNA,208B,,,,,NSCH,,,0.0,0.0,0.0,11.0,VMC,,Foreign,04-05-2006,0.0
20060504X00503,Accident,MIA06FA092,2006-04-14,"Dunnellon, FL",United States,29.061667,-82.376389,X35,Dunnellon,Non-Fatal,Destroyed,,N592PR,PIPER,PA-32-260,No,1.0,Reciprocating,,,Personal,,0.0,1.0,2.0,0.0,VMC,Takeoff,Probable Cause,28-02-2008,3.0
20060419X00459,Accident,DFW06LA104,2006-04-14,"Lubbock, TX",United States,33.439722,-101.719167,,,Non-Fatal,Destroyed,,N1966S,CESSNA,210F,No,1.0,Reciprocating,,,Personal,,0.0,0.0,1.0,0.0,VMC,Climb,Probable Cause,29-11-2006,1.0
20060504X00504,Accident,NYC06CA098,2006-04-15,"FINLEYVILLE, PA",United States,40.245833,-80.012222,G05,Finleyville Airpark,Non-Fatal,Substantial,Airplane,N93AC,CESSNA,310Q,No,2.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Approach,Probable Cause,29-08-2006,0.0
20060522X00595,Accident,NYC06CA096,2006-04-15,"HAVERHILL, NH",United States,44.08,-72.008333,,,Non-Fatal,Substantial,Airplane,N82320,AERONCA,7AC,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,29-08-2006,0.0
20060511X00551,Accident,DEN06CA064,2006-04-15,"SANTA FE, NM",United States,37.616667,-106.083333,,,Non-Fatal,Substantial,Helicopter,N85560,ROBINSON,R-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,29-08-2006,0.0
20060503X00501,Accident,ANC06CA045,2006-04-15,"BIRCHWOOD, AK",United States,61.416389,-149.507222,BCV,Birchwood,Non-Fatal,Substantial,Airplane,N7257D,PIPER,PA-22-150,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,19-03-2009,0.0
20060425X00486,Accident,NYC06LA099,2006-04-15,"Front Royal, VA",United States,38.964722,-78.3625,,,Non-Fatal,,,N934EV,"BOMBARDIER, INC.",CL600-2B19,No,2.0,Turbo Fan,,SCHD,,,0.0,1.0,0.0,50.0,VMC,Descent,Probable Cause,29-08-2006,1.0
20060419X00460,Accident,DFW06LA103,2006-04-15,"Meridian, MS",United States,32.813333,-88.706389,,,Fatal(1),Destroyed,,N5003E,AIR TRACTOR,AT-602,No,1.0,Turbo Prop,,,Aerial Application,,1.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,26-03-2007,1.0
20060504X00508,Accident,MIA06LA091,2006-04-16,"FORT MYERS, FL",United States,26.586666,-81.863333,FMY,Page Field,Non-Fatal,Substantial,,N417FR,CESSNA,172R,No,1.0,Reciprocating,,,Instructional,,0.0,2.0,0.0,0.0,VMC,Takeoff,Probable Cause,28-02-2008,2.0
20060516X00579,Accident,DFW06CA107,2006-04-16,"TECUMSEH, OK",United States,35.25,-96.916667,PVT,Private Ranch,Non-Fatal,Substantial,Airplane,N945A,PIPER,PA-22,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,31-07-2006,0.0
20060508X00525,Accident,DFW06CA105,2006-04-16,"FORT WORTH, TX",United States,32.925278,-97.406944,T67,HICKS AIRFIELD,Non-Fatal,Substantial,Airplane,N620CF,PARKS,RV-7,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,29-08-2006,0.0
20060505X00517,Accident,CHI06CA116,2006-04-16,"KALKASKA, MI",United States,44.734722,-85.181945,,,Non-Fatal,Substantial,Helicopter,N42996,PALULIS JOHN,EXEC 162F,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,31-01-2007,0.0
20060627X00831,Accident,ATL06CA068,2006-04-16,"GAINSVILLE, GA",United States,34.272778,-83.829723,KGVL,GAINESVILLE/LEE GILMER MEMORIA,Non-Fatal,Substantial,Airplane,N21527,CESSNA,172S,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-10-2006,0.0
20060627X00827,Accident,ATL06CA065,2006-04-16,"GRIFFIN, GA",United States,33.226945,-84.28,6A2,Griffin-Spalding County Airpor,Non-Fatal,Substantial,Airplane,N9970V,CESSNA,172 M,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,03-10-2006,0.0
20060422X00478,Accident,NYC06LA097,2006-04-16,"Avondale, PA",United States,39.830278,-75.769723,N57,New Garden Airport,Fatal(1),Destroyed,,N15507,PIPER,PA-28-140,No,1.0,Reciprocating,,,Personal,,1.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,27-09-2007,2.0
20060502X00496,Accident,MIA06FA090,2006-04-16,"Gainesville, FL",United States,29.69,-82.271667,GNV,Gainesville Regional,Fatal(3),Destroyed,,N999DE,BEECH,B-60,No,2.0,Reciprocating,,,Personal,,3.0,0.0,0.0,0.0,VMC,Takeoff,Probable Cause,31-03-2008,3.0
20060420X00463,Accident,SEA06LA077,2006-04-17,"CLARK FORK, ID",United States,48.116667,-116.166667,,River Lake,Non-Fatal,Substantial,,N2288D,CESSNA,170B,No,1.0,Reciprocating,,,Personal,,0.0,1.0,0.0,0.0,VMC,Go-around,Probable Cause,03-10-2006,1.0
20060504X00509,Accident,ANC06CA046,2006-04-17,"TALKEETNA, AK",United States,62.18,-150.033333,CAL,Carls Landing,Non-Fatal,Substantial,Airplane,N6195D,PIPER,PA-18,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,29-08-2006,0.0
20060428X00490,Accident,DEN06FA065,2006-04-17,"Heber City, UT",United States,40.473056,-111.135277,,,Fatal(1),Destroyed,,N289WB,CESSNA,T310R,No,2.0,Reciprocating,,,Business,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,31-01-2007,1.0
20060503X00497,Accident,SEA06CA078,2006-04-18,"SHELTON, WA",United States,47.233611,-123.133333,SHN,Sanderson Field,Non-Fatal,Substantial,Airplane,N2886C,CESSNA,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,29-08-2006,0.0
20060420X00467,Accident,DFW06LA108,2006-04-18,"DENTON, TX",United States,33.200556,-97.197777,DTO,DENTON MUNI,Non-Fatal,Substantial,,N209LH,SCHWEIZER,269C,No,1.0,Reciprocating,,,Instructional,,0.0,2.0,0.0,0.0,VMC,Landing,Probable Cause,31-07-2006,2.0
20060602X00674,Accident,CHI06CA132,2006-04-18,"CLEVELAND, OH",United States,41.565,-81.486389,CGF,CUYAHOGA COUNTY,Non-Fatal,Substantial,Airplane,N34405,CESSNA,177B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-08-2006,0.0
20060629X00852,Accident,ATL06WA067B,2006-04-18,"TOLEDO, SPAIN",Spain,40.235,-4.026389,,,Fatal(2),Substantial,,,CESSNA,172-R,No,,,,,Instructional,,2.0,0.0,0.0,2.0,VMC,,Foreign,29-06-2006,2.0
20060629X00852,Accident,ATL06WA067A,2006-04-18,"TOLEDO, SPAIN",Spain,40.235,-4.026389,,,Fatal(2),Substantial,,,CESSNA,172M,No,,,,,Instructional,,2.0,0.0,0.0,2.0,VMC,,Foreign,29-06-2006,2.0
20060504X00505,Accident,MIA06TA093,2006-04-18,"St. Thomas, VI",United States,18.301944,-64.987222,TIST,Cyril E. King,Non-Fatal,Destroyed,,N554DJ,PIPER,PA-31-310,No,2.0,Reciprocating,,,Public Aircraft - State,,0.0,0.0,7.0,0.0,VMC,Descent,Probable Cause,31-03-2008,7.0
20060525X00631,Accident,SEA06CA087,2006-04-19,"BILLINGS, MT",United States,45.807778,-108.542777,BIL,Billings Logan International,Non-Fatal,Substantial,Airplane,N954EA,CESSNA,310R,No,2.0,Reciprocating,Part 135: Air Taxi & Commuter,NSCH,,,0.0,0.0,0.0,3.0,VMC,Landing,Probable Cause,03-10-2006,0.0
20060525X00624,Accident,SEA06CA083,2006-04-19,"LOGAN, UT",United States,41.791111,-111.851667,LGU,Logan-Cache Airport,Non-Fatal,Substantial,Airplane,N4678,CUBCRAFTERS,CC-18-180,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-10-2006,0.0
20060525X00617,Accident,MIA06CA095,2006-04-19,"LIVE OAK, FL",United States,30.088611,-83.084444,9FLO,Suwannee Belle Airport,Non-Fatal,Substantial,Airplane,N8117Q,MARLAND E DAVIS,RV-6A,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,1.0,0.0,VMC,Landing,Probable Cause,29-08-2006,1.0
20060515X00573,Accident,LAX06CA143,2006-04-19,"MERCED, CA",United States,37.296666,-120.513889,MCE,Merced Municipal,Non-Fatal,Substantial,Airplane,N757GF,CESSNA,152,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Go-around,Probable Cause,29-08-2006,0.0
20060425X00484,Accident,DFW06LA093,2006-04-19,"HOUSTON, TX",United States,9.750833,-95.670278,KIWS,West Houston Aorport,Non-Fatal,Substantial,,N8063R,SIKORSKY,S-76A,No,2.0,Turbo Shaft,,NSCH,,,0.0,0.0,0.0,10.0,VMC,Maneuvering,Probable Cause,27-06-2007,0.0
20060516X00581,Accident,DFW06CA109,2006-04-19,"ROANAKE, TX",United States,32.95,-97.183333,52F,NORTHWEST REGIONAL,Non-Fatal,Substantial,Airplane,N3419V,CESSNA,150M,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,31-07-2006,0.0
20060512X00564,Accident,CHI06CA120,2006-04-19,"WADENA, MN",United States,46.450556,-95.218056,,,Non-Fatal,Substantial,Airplane,N5766T,CESSNA,172E,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-08-2006,0.0
20060420X00462,Accident,DEN06LA067,2006-04-19,"Arkansas City, KS",United States,37.168056,-97.037222,,,Non-Fatal,Destroyed,,N7617N,CESSNA,T210N,No,1.0,Reciprocating,,,Personal,,0.0,2.0,0.0,0.0,VMC,Cruise,Probable Cause,31-10-2006,2.0
20060501X00494,Accident,CHI06MA115,2006-04-19,"Ludville, GA",United States,34.512778,-84.658333,,,Fatal(1),Destroyed,,N6579X,CESSNA,210A,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,27-09-2007,1.0
20060425X00485,Accident,NYC06FA100,2006-04-20,"East Hanover Tw, PA",United States,40.380278,-76.616111,7PS4,Sky Classics Field,Fatal(2),Destroyed,,N22MP,BELL,47G-3B-1,No,1.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,26-03-2007,2.0
20060425X00483,Accident,CHI06FA117,2006-04-20,"Bloomington, IN",United States,39.154722,-86.616667,BMG,MONROE COUNTY,Fatal(5),Destroyed,,N120HS,CESSNA,U206G,No,1.0,Reciprocating,,,Personal,,5.0,0.0,0.0,0.0,IMC,Approach,Probable Cause,27-06-2007,5.0
20060525X00626,Accident,SEA06CA080,2006-04-21,"WORDEN, MT",United States,45.96,-108.16,,,Non-Fatal,Substantial,Airplane,N27EP,PITROLO,GL-25,Yes,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Cruise,Probable Cause,29-08-2006,0.0
20060524X00615,Accident,MIA06CA096,2006-04-21,"BONIFAY, FL",United States,30.845555,-85.616111,1J0,Tri-County Airport,Non-Fatal,Substantial,Helicopter,N914EF,EUROCOPTER DEUTSCHLAND,EC135T2,No,2.0,Turbo Shaft,Part 91: General Aviation,,Positioning,,0.0,0.0,1.0,2.0,VMC,Takeoff,Probable Cause,02-02-2009,1.0
20060523X00609,Accident,DEN06LA070,2006-04-21,"ENGLEWOOD, CO",United States,39.570278,-104.849444,APA,Centennial,Non-Fatal,Substantial,,N6170S,CESSNA,T-R182RG,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Taxi,Probable Cause,03-10-2006,0.0
20060512X00565,Accident,CHI06CA118,2006-04-21,"HENRYVILLE, IN",United States,38.365556,-85.738055,,,Non-Fatal,Substantial,Airplane,N732AN,CESSNA,T210L,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,IMC,Approach,Probable Cause,29-08-2006,0.0
20060502X00495,Accident,ANC06TA047,2006-04-21,"NIKISKI, AK",United States,61.433056,-151.644722,,,Non-Fatal,Substantial,,N911AA,AMERICAN EUROCOPTER,AS350 B3,No,1.0,Turbo Shaft,,,Public Aircraft,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,25-04-2007,0.0
20060525X00637,Accident,SEA06CA093,2006-04-22,"TOOELE, UT",United States,40.612222,-112.350833,TVY,Bolinder Field - Tooele Valley,Non-Fatal,Substantial,Airplane,N8503J,ZENAIR,CH 2000,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-10-2006,0.0
20060525X00627,Accident,SEA06CA081,2006-04-22,"MALAD CITY, ID",United States,42.177222,-112.305,MLD,MALAD CITY,Non-Fatal,Substantial,Airplane,N679SP,CESSNA,172 S,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,29-08-2006,0.0
20060511X00560,Accident,LAX06CA144,2006-04-22,"CHANDLER, AZ",United States,36.269167,-111.811111,CHD,Chandler Municipal,Non-Fatal,Substantial,Airplane,N143HP,AVIAT,A-1B,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-08-2006,0.0
20060512X00566,Accident,CHI06CA123,2006-04-22,"RICHMOND, IN",United States,39.761944,-84.849166,,,Non-Fatal,Substantial,Airplane,N2985U,CESSNA,172E,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,29-08-2006,0.0
20060501X00492,Accident,DFW06FA110,2006-04-22,"Columbus, MS",United States,33.470278,-88.593055,GTR,GOLDEN TRIANGLE REGIONAL,Fatal(1),Destroyed,,N231GE,MOONEY,M20K,No,1.0,Reciprocating,,,Personal,,1.0,0.0,0.0,0.0,VMC,Climb,Probable Cause,27-06-2007,1.0
20060516X00580,Accident,DFW06CA111,2006-04-22,"Midlothian, TX",United States,32.383611,-97.008611,TA11,TSA,Non-Fatal,Minor,Glider,N340TW,SCHEMPP-HIRTH,VENTUS-2C,No,0.0,,Part 91: General Aviation,,Glider Tow,,0.0,1.0,0.0,0.0,VMC,Takeoff,Probable Cause,31-07-2006,1.0
20060510X00538,Accident,DEN06CA069,2006-04-22,"Albuquerque, NM",United States,35.204166,-106.577778,,,Non-Fatal,,Balloon,N7142S,AEROSTAR INTERNATIONAL,RX 8,No,0.0,,Part 91: General Aviation,,Personal,,0.0,1.0,0.0,2.0,VMC,Landing,Probable Cause,29-08-2006,1.0
20060514X00568,Accident,NYC06CA103,2006-04-23,"LINVILLE, VA",United States,38.5675,-78.855833,NONE,PRIVATE AIRSTRIP,Non-Fatal,Substantial,Airplane,N62015,MAULE,M-5-210C,No,1.0,Reciprocating,Part 91: General Aviation,,Personal,,0.0,0.0,0.0,2.0,VMC,Takeoff,Probable Cause,29-08-2006,0.0
20060514X00571,Accident,NYC06CA102,2006-04-23,"JEANNETTE, PA",United States,40.376389,-79.608333,5G8,Greensburg Jeannette Regional,Non-Fatal,Substantial,Airplane,N6775F,PIPER,PA-28-181,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,03-10-2006,0.0
20060509X00533,Accident,LAX06LA147,2006-04-23,"CRESTON, CA",United States,35.503611,-120.466111,,,Non-Fatal,Substantial,,N96088,"CHRISTEN INDUSTRIES, INC.",A-1,No,1.0,Reciprocating,,,Personal,,0.0,0.0,0.0,2.0,VMC,Maneuvering,Probable Cause,20-12-2007,0.0
20060508X00526,Accident,LAX06FA148,2006-04-23,"WRIGHTWOOD, CA",United States,34.363333,-117.69,,,Fatal(2),Substantial,,N2620S,CESSNA,T337C,No,2.0,Reciprocating,,,Personal,,2.0,0.0,0.0,0.0,IMC,Cruise,Probable Cause,28-02-2008,2.0
20060515X00572,Accident,LAX06CA145,2006-04-23,"REDLANDS, CA",United States,34.085277,-117.146389,L12,Redlands Municipal,Non-Fatal,Substantial,Airplane,N3190A,CESSNA,170B,No,1.0,Reciprocating,Part 91: General Aviation,,Instructional,,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,29-08-2006,0.0
